standard_whisky_name,nose,palate,finish,source_url,sweetness,smoky,fruity,spicy,body,tagline,menthol,abv,data_source
Balvenie 12 Year Old The Sweet Toast of American Oak,"버진 아메리칸 오크 특유의 진한 바닐라, 코코넛 향과 함께 달콤한 꿀과 시럽의 향이 감돈다.","캔디드 오렌지, 감귤류의 상큼함과 함께 토피, 버터스카치 같은 진한 달콤함이 입안 가득 퍼진다.",부드럽고 크리미한 오크의 풍미와 달콤함이 따뜻하게 지속된다.,,5,1,4,2,3,달콤함으로 구워낸 아메리칸 오크의 매력,1,43,ai_estimated
Glengoyne 10 Year Old,"푸른 사과, 풋풋한 풀잎 향과 함께 셰리 캐스크에서 온 은은한 건포도와 비스킷 향이 조화롭다.","청사과와 배의 과일 맛, 몰트의 고소함이 꿀의 달콤함과 어우러져 매우 부드럽고 깔끔하다.",깔끔하고 상쾌한 과일 향과 은은한 단맛이 기분 좋게 마무리된다.,,3,1,4,2,3,"논피트의 정석, 사과와 꿀의 순수한 조화",1,40,ai_estimated
Togouchi Single Malt,"신선한 시트러스, 풋사과, 그리고 은은하게 올라오는 바닐라와 곡물의 향이 부드럽게 코를 감싼다.","가볍고 산뜻한 과일 맛과 함께 약간의 견과류, 꿀의 단맛이 은은한 스파이시함과 함께 퍼진다.","깔끔하고 드라이하며, 은은한 오크와 몰트의 여운이 짧고 산뜻하게 남는다.",,3,1,3,3,2,일본 터널 숙성이 빚어낸 섬세한 풍미,1,43,ai_estimated
Tomintoul 10 Year Old,"부드러운 맥아 향과 함께 달콤한 바닐라, 시트러스, 그리고 은은한 꽃 향기가 가볍게 피어오른다.","매우 부드럽고 크리미한 질감, 꿀과 바닐라의 달콤함 뒤로 사과와 배 같은 신선한 과일 풍미가 느껴진다.",깔끔하고 부드러운 단맛이 편안한 여운을 남기며 부담 없이 마무리된다.,,3,1,3,2,2,온화한 스페이사이드의 부드러운 휴식,1,40,ai_estimated
Kavalan Distillery Select No. 1,"망고, 패션프루트 등 열대 과일의 화사한 향과 함께 은은한 바닐라와 꽃 향이 감돈다.","부드럽고 감미로운 과일 풍미가 입안을 채우며, 토피와 바닐라의 달콤함이 매끄럽게 이어진다.",깔끔하고 기분 좋은 과일 향의 여운이 산뜻하게 남는다.,,4,1,5,2,3,열대 과일의 풍미를 담은 카발란의 입문작,1,40,ai_estimated
Kavalan Distillery Select No. 2,풋사과와 배의 신선함에 부드러운 허브 향과 캐러멜의 달콤함이 우아하게 어우러진다.,"풍부한 과일 맛과 함께 바닐라, 오크의 풍미가 겹겹이 느껴지며 복합적인 구조감을 준다.",달콤하면서도 깔끔한 오크 터치가 잔잔한 여운을 선사한다.,,3,1,4,2,3,섬세함과 복합미가 돋보이는 대만 싱글몰트,1,40,ai_estimated
Tamnavulin Double Cask,"사과와 꿀의 달콤함에 이어지는 은은한 배, 시트러스, 그리고 따뜻한 베이킹 향신료의 향.","배 타르트, 오렌지 마말레이드 같은 달콤함과 크리미한 바닐라, 그리고 은은한 계피의 맛이 조화를 이룬다.",달콤하고 부드러운 과일 향이 깔끔하게 마무리된다.,,4,1,4,2,3,두 가지 캐스크가 선사하는 부드러운 달콤함,1,40,ai_estimated
Aberlour 16 Year Old,"풍부하고 깊은 셰리 향, 달콤한 건포도, 호두, 그리고 부드러운 초콜릿의 향이 짙게 풍긴다.","블랙체리, 자두와 같은 검붉은 과일의 풍미와 함께 진한 초콜릿, 오크 스파이스가 크리미하게 얽힌다.","길고 따뜻하며, 달콤한 과일과 스파이시한 여운이 깊은 만족감을 준다.",,4,1,5,3,4,셰리 위스키가 보여주는 진한 풍요로움,1,43,ai_estimated
Glenmorangie 10 Year Old Original,신선한 감귤류와 잘 익은 복숭아 향에 달콤한 바닐라 향이 부드럽게 피어오른다.,"바닐라의 크리미함이 입안을 채우며, 꽃 향기와 과일의 상큼함이 완벽한 밸런스를 이룬다.",오렌지와 복숭아의 은은한 과일 향이 깔끔하고 부드럽게 여운을 남긴다.,,3,1,4,2,3,우아하고 화사한 하이랜드 싱글몰트의 기준,1,40,ai_estimated
Speyburn 10 Year Old,상큼한 레몬과 오렌지 등 시트러스 향에 신선한 풀잎과 꿀의 달콤함이 가볍게 감돈다.,"부드럽고 가벼운 바디감과 함께 과일의 상큼함, 캐러멜, 그리고 은은한 몰트의 단맛이 조화롭다.",깔끔하고 산뜻한 과일과 맥아의 여운이 가볍게 마무리된다.,,3,1,3,2,2,상쾌하고 산뜻하게 즐기는 스페이사이드,1,40,ai_estimated
Nikka Miyagikyo Single Malt,"청사과와 배 같은 상큼한 과실 향과 함께 화사한 꽃내음, 은은한 바닐라가 부드럽게 감돈다.","부드러운 질감 속에서 꿀, 맥아의 달콤함과 함께 셰리 캐스크 유래의 견과류 및 쌉싸름한 오크 터치가 조화를 이룬다.",달콤함과 은은한 스파이시함이 깔끔하고 기분 좋게 여운을 남긴다.,,3,1,4,2,3,화사하고 과일향 가득한 닛카의 대표 싱글몰트,1,45,ai_estimated
Tamnavulin Oloroso Cask Edition,"올로로소 셰리 캐스크 숙성에서 오는 진한 건포도, 무화과, 오렌지 마말레이드의 달콤하고 풍부한 향이 감긴다.","흑설탕, 메이플 시럽의 진한 단맛과 함께 계피, 생강 같은 스파이스가 따뜻하게 퍼진다.",달콤한 과일과 은은한 다크 초콜릿의 풍미가 묵직하게 이어진다.,,4,1,4,3,3,풍부한 셰리의 달콤함을 담은 가성비 위스키,1,40,ai_estimated
The Glenlivet 13 Year Old Cask Strength Batch 4,"퍼스트필 퍼트 아메리칸 오크의 영향으로 진한 바닐라 크림, 구운 코코넛, 잘 익은 배의 향이 강렬하게 피어오른다.","캐스크 스트렝스의 높은 도수에서 오는 묵직한 바디감과 함께 꿀에 절인 과일, 오크 스파이스가 폭발적으로 다가온다.","길고 따뜻하며, 달콤한 바닐라와 은은한 생강의 여운이 깊게 남는다.",,4,1,4,4,4,강렬한 도수 속에서 피어나는 순수한 글렌리벳의 진수,1,63,ai_estimated
Loch Lomond Original,"신선한 풋사과, 시트러스 계열의 상큼함과 함께 은은한 곡물 향이 가볍게 다가온다.",몰트의 고소함과 꿀의 달콤함이 가벼운 바디감과 함께 부드럽게 퍼진다.,깔끔하고 청량한 과일 향이 가볍게 마무리된다.,,3,1,3,2,2,누구나 편하게 즐기는 산뜻하고 부드러운 로크로몬드,1,40,ai_estimated
Sakurao Single Malt,"오렌지 필, 레몬 등 감귤류의 상큼함과 함께 은은한 벚꽃 및 허브 계열의 화사한 향이 느껴진다.","열대 과일의 달콤함과 부드러운 바닐라, 그리고 일본 위스키 특유의 깔끔한 스파이시함이 어우러진다.",상큼한 과일의 풍미와 은은한 우디함이 깔끔한 여운을 남긴다.,,3,1,4,2,3,세토우치의 바람을 담은 화사하고 청량한 일본 싱글몰트,1,43,ai_estimated
The Singleton 15 Year Old,"잘 익은 사과, 배, 그리고 풍부한 건포도와 구운 견과류의 부드럽고 균형 잡힌 향.","입안을 감싸는 실크 같은 질감과 함께 꿀, 버터스카치, 가벼운 오크의 단맛이 조화롭다.",견과류의 고소함과 은은한 달콤함이 부드럽고 길게 이어진다.,,4,1,3,2,3,누구나 사랑하는 부드럽고 균형 잡힌 15년산 싱글몰트,1,40,ai_estimated
Aultmore 12 Year Old,"청사과, 배, 그리고 신선한 들꽃과 풀잎을 연상시키는 깨끗하고 상쾌한 향이 특징이다.","몰티한 단맛과 함께 시트러스의 상큼함, 바닐라 크림의 부드러움이 산뜻하게 어우러진다.",깨끗하고 청량한 여운이 깔끔하게 입안을 정리해 준다.,,3,1,4,2,2,안개 낀 페더사이드의 청정함을 담은 깔끔한 싱글몰트,1,46,ai_estimated
Glenfiddich Grand Cortes,풍부한 과일 향과 함께 고급스러운 와인/포도 캐스크에서 기인한 베리류의 달콤하고 화려한 향이 감돈다.,"잘 익은 과일, 캐러멜, 그리고 은은한 타닌의 쌉싸름함이 복합적인 풍미를 만든다.",길고 우아하게 이어지는 과일과 오크의 여운.,,4,1,4,3,4,글렌피딕의 혁신이 빚어낸 화려하고 우아한 피니시,1,43,ai_estimated
Aultmore 18 Year Old,"12년산보다 한층 깊어진 꿀에 절인 과일, 바닐라 에센스, 그리고 은은한 허브와 왁시한 노트가 우아하게 다가온다.","풍부한 과일의 단맛과 크리미한 질감, 그리고 오랜 숙성에서 오는 깊은 오크의 풍미가 완벽한 조화를 이룬다.",길고 매끄럽게 이어지는 우아하고 드라이한 여운.,,3,1,4,2,4,시간이 완성한 올트모어의 우아하고 깊은 풍미,1,46,ai_estimated
Inchgower,"바닷바람을 연상시키는 짭조름한 뉘앙스(오프노트 혹은 해양성 노트)와 함께 꿀, 맥아의 고소한 향이 공존한다.","견과류의 고소함, 오렌지 껍질의 쌉싸름함과 함께 독특한 허브 및 짭짤한 풍미가 입안을 채운다.",드라이하면서도 스파이시한 여운이 독특한 개성을 남긴다.,,2,1,2,3,3,스페이사이드의 개성 있는 해양성과 몰티함의 만남,1,43,ai_estimated
Glen Moray,"싱그러운 사과, 배, 그리고 달콤한 바닐라와 가벼운 버터스카치의 향이 친근하게 다가온다.","몰트의 고소함과 시트러스의 상큼함, 가벼운 꿀의 단맛이 부담 없이 부드럽게 퍼진다.",깔끔하고 산뜻하게 떨어지는 데일리 위스키로 손색없는 여운.,,3,1,3,2,2,부드럽고 가성비 넘치는 스페이사이드의 데일리 몰트,1,40,ai_estimated
Macallan Enigma,,"풍부한 셰리 캐스크의 특성인 건포도, 대추야자의 농후한 단맛과 함께 스파이스와 우디함이 묵직하게 밀려온다.",길고 따뜻하게 이어지는 진한 셰리와 오크의 여운.,,4,2,4,4,5,맥컬란 셰리 퀘스트의 정점을 찍는 깊고 진한 수작,1,44,ai_estimated
Mars Tsunuki 2025 Edition,"쓰누키 증류소 특유의 묵직한 몰트 향과 함께 붉은 과일, 바닐라, 그리고 은은한 피스트(지방질) 혹은 토피의 향이 감돈다.","풍부한 과일의 단맛과 진한 오크 스파이스, 그리고 탄탄한 바디감이 남성적인 매력을 뽐낸다.",스파이시함과 묵직한 오크의 여운이 길고 강렬하게 남는다.,,3,2,3,4,4,규슈의 자연이 빚어낸 츠누키만의 강렬하고 묵직한 싱글몰트,1,50,ai_estimated
The Glenlivet 18 Year Old,"풍부한 오크 향과 함께 잘 익은 사과, 배, 그리고 은은한 토피의 달콤함이 조화롭게 피어납니다.","오렌지 껍질의 시트러스함과 함께 부드러운 바닐라, 견과류, 그리고 우아한 향신료의 맛이 겹겹이 느껴집니다.",참나무의 깊이감과 은은한 생강 향이 길고 우아하게 여운을 남깁니다.,,3,1,4,2,4,우아함과 깊이가 빚어낸 스페이사이드의 클래식,1,43,ai_estimated
Signatory Vintage Speyside (M) 2009 16 Year Old 100 Proof,"진한 셰리 캐스크의 영향으로 건포도, 무화과, 다크 초콜릿의 풍부하고 달콤한 향이 코를 감쌉니다.","입안을 가득 채우는 묵직한 건과일의 풍미와 함께 구운 오크, 진한 에스프레소, 그리고 향신료의 맛이 돋보입니다.",따뜻하고 스파이시한 여운이 길고 진하게 이어집니다.,,4,1,5,3,5,셰리의 진수를 보여주는 독립 병입의 매력,1,57.1,ai_estimated
Cadenhead's An Orkney 6 Year Old,"젊고 활기찬 개성과 함께 은은한 해풍, 꿀, 그리고 신선한 사과와 바닐라 향이 감돌고 있습니다.","캐스크 스트렝스의 강렬함 속에서 왁시한 텍스처와 함께 꿀의 단맛, 약간의 소금기, 페퍼리한 스파이스가 느껴집니다.",스모키함과 짭조름한 해풍의 여운이 드라이하게 마무리됩니다.,,3,2,3,4,4,오크니 섬의 거친 매력을 담은 원시적 생동감,1,57.5,ai_estimated
Highland Park 12 Year Old Viking Honour,"히스 패싯에서 오는 독특한 플로럴함과 함께 꿀의 달콤함, 그리고 은은한 피트 스모크가 조화를 이룹니다.","풍부한 맥아의 단맛에 이어 오렌지 필, 잘 익은 과일, 그리고 따뜻한 피트 연기의 맛이 복합적으로 다가옵니다.",스모키한 여운과 함께 달콤한 꿀과 스파이스가 길게 이어집니다.,,3,2,3,3,3,바이킹의 혼이 담긴 꿀과 스모크의 조화,1,40,ai_estimated
The Dalmore 17 Year Old,"다양한 셰리 캐스크에서 기인한 오렌지 마멀레이드, 초콜릿, 그리고 크리스마스 케이크의 화려한 향이 느껴집니다.","벨벳처럼 부드러운 질감과 함께 커피, 달콤한 건포도, 구운 견과류, 그리고 꿀의 풍미가 럭셔리하게 펼쳐집니다.",다크 초콜릿과 감초의 달콤 쌉싸름한 여운이 매우 길게 남습니다.,,4,1,4,2,5,달모어 특유의 화려하고 진한 럭셔리 셰리,1,43,ai_estimated
Finlaggan Cask Strength,"강렬하고 직관적인 피트 스모크와 함께 요오드, 해초, 그리고 레몬 껍질 같은 시트러스 향이 뿜어져 나옵니다.","높은 도수에서 오는 묵직한 타격감과 함께 숯불 향, 강한 후추의 스파이시함, 그리고 짭조름한 몰트의 단맛이 폭발합니다.",길고 드라이한 스모키함과 재의 느낌이 강렬하게 남습니다.,,1,5,2,4,4,아일라 피트 러버를 위한 강렬하고 저렴한 선택,1,58,ai_estimated
Glen Garioch 15 Year Old Cask Strength,"잘 익은 과일의 달콤함과 함께 꿀, 생강, 그리고 약간의 레몬 제스트와 오크 향이 묵직하게 다가옵니다.","오일리한 질감과 함께 풍부한 맥아의 단맛, 크리미한 바닐라, 그리고 톡 쏘는 스파이스가 힘차게 어우러집니다.",따뜻하고 스파이시한 여운과 함께 진한 맥아의 풍미가 길게 이어집니다.,,3,2,3,4,4,고집스러운 전통이 만든 하이랜드의 진한 맥아,1,53.7,ai_estimated
Glenfiddich 14 Year Old Bourbon Barrel Reserve,버번 배럴 숙성에서 오는 풍부한 바닐라와 코코넛 향을 바탕으로 잘 익은 사과와 서양배의 과일 향이 가득합니다.,"크리미하고 부드러운 목넘김과 함께 황설탕, 구운 오크, 그리고 달콤한 토피의 맛이 조화롭게 어우러집니다.",은은한 바닐라의 단맛과 오크의 여운이 부드럽게 마무리됩니다.,,4,1,4,2,3,아메리칸 오크가 선사하는 부드러운 바닐라의 향연,1,43,ai_estimated
Aberlour A'bunadh Batch 74,"올로로소 셰리 캐스크 폭탄다운 진한 건포도, 자두, 오렌지 껍질, 그리고 다크 초콜릿의 강렬한 향이 진동합니다.","입안을 꽉 채우는 압도적인 바디감과 함께 건과일, 진한 향신료, 구운 견과류의 풍미가 폭발적으로 다가옵니다.",셰리의 달콤함과 스파이시함이 오랫동안 뜨겁고 강렬하게 여운을 남깁니다.,,5,1,5,4,5,"셰리 폭탄의 대명사, 원액 그대로의 묵직함",1,61.1,ai_estimated
Arran 10 Year Old,신선한 사과와 배 같은 시트러스한 과일 향에 이어 은은한 꿀과 비스킷의 달콤함이 기분 좋게 다가옵니다.,"시트러스의 상큼함과 함께 바닐라, 계피의 스파이스, 그리고 몰트의 고소함이 밸런스 좋게 어우러집니다.",과일의 달콤함과 은은한 오크 향이 산뜻하게 여운을 남깁니다.,,3,1,4,3,3,섬세하고 과일 향 가득한 아란의 모범생,1,46,ai_estimated
Lagavulin 8 Year Old,"강렬하고 드라이한 피트 스모크와 함께 요오드, 해초, 그리고 상큼한 레몬과 배의 향이 복합적으로 피어납니다.","매우 스모키하면서도 달콤한 맥아의 맛이 베이스를 이루며, 짭조름함과 흑후추의 스파이스가 혀를 자극합니다.",스모키하고 드라이한 여운이 입안에 길고 강렬하게 남습니다.,,2,5,2,4,4,젊기에 더 강렬하고 거침없는 아일라의 거인,1,48,ai_estimated
Glenglassaugh Sandend,"해변가 증류소 특유의 짭조름한 해풍과 함께 트로피컬 과일, 바닐라 아이스크림, 그리고 버터 스카치 향이 느껴집니다.","열대 과일의 달콤함과 함께 바다 소금, 크리미한 토피, 그리고 가벼운 오크의 풍미가 부드럽게 감쌉니다.",열대 과일의 단맛과 은은한 솔티함이 어우러져 산뜻하게 마무리됩니다.,,4,1,4,2,3,해변의 바람과 트로피컬 과일의 만남,1,50.5,ai_estimated
Ki One Hawaii Edition,"하와이안 캐스크(또는 열대 기후 숙성)의 영향으로 파인애플, 망고 등 이국적인 열대 과일과 달콤한 바닐라 향이 폭발합니다.","입안 가득 퍼지는 풍부한 열대 과일의 단맛과 함께 크리미한 질감, 그리고 기분 좋은 향신료의 터치가 느껴집니다.",열대 과일의 풍미가 달콤하고 부드럽게 긴 여운을 남깁니다.,,4,1,5,2,3,열대의 태양이 키워낸 이국적인 K-위스키,1,50,ai_estimated
Starward Solera,"호주 레드 와인 (주정 강화 와인) 캐스크에서 오는 잘 익은 베리류, 붉은 과일, 그리고 진한 캐러멜과 바닐라 향이 감돕니다.","부드럽고 크리미한 질감 속에서 무화과, 건포도, 자두의 진한 과일 맛과 함께 오크의 터치가 조화롭게 어우러집니다.",와인 캐스크 특유의 달콤하고 풍부한 과일 향이 길게 여운을 남깁니다.,,4,1,5,2,4,호주의 태양과 와인 캐스크가 빚어낸 부드러움,1,43,ai_estimated
Glen Grant 12 Year Old,"신선한 과일향이 주를 이루며, 달콤한 사과와 서양배, 그리고 은은한 시트러스와 꿀의 향이 산뜻하게 다가옵니다.","크리미한 바닐라와 함께 사과 파이, 꿀, 그리고 가벼운 오크의 스파이스가 깨끗하고 부드럽게 펼쳐집니다.",깔끔하고 청량한 과일 향이 가볍고 산뜻하게 마무리됩니다.,,3,1,4,2,2,스페이사이드의 순수함을 담은 산뜻한 과일 향,1,43,ai_estimated
Glen Grant 18 Year Old,"은은한 플로럴 노트와 함께 풍부한 바닐라, 달콤한 꿀, 그리고 잘 익은 사과의 향이 우아하게 다가옵니다.","부드러운 크림과 함께 캐러멜, 건포도, 은은한 오크 향이 조화를 이루며 입안을 감쌉니다.",견과류의 고소함과 달콤함이 은은하게 오래도록 여운을 남깁니다.,,4,1,4,2,3,우아함과 과일의 정수를 보여주는 18년,1,43,ai_estimated
Fuji Single Malt,"후지산 밑에서 숙성된 증류소 특유의 과일 바구니를 연상시키는 화사한 배, 복숭아, 그리고 은은한 꽃향기가 감돕니다.","부드럽고 크리미한 질감 속에서 꿀, 바닐라, 그리고 붉은 과일의 풍미가 부드럽게 퍼집니다.",과일의 달콤함과 은은한 오크 스파이스가 깔끔한 여운을 선사합니다.,,4,1,5,2,3,후지산의 물결이 빚어낸 화사한 싱글몰트,1,46,ai_estimated
The Whistler P.X. I Love You,"페드로 히메네스(P.X.)셰리 캐스크 숙성에서 오는 진한 건포도, 무화과, 짙은 캐러멜과 초콜릿의 향이 강렬합니다.","꾸덕한 단맛과 함께 대추야자, 흑설탕, 오크의 풍미가 묵직하고 리치하게 다가옵니다.",달콤한 셰리의 여운이 진하고 길게 입안을 맴돕니다.,,5,1,4,2,4,셰리 러버들을 위한 진한 사랑 고백,1,46,ai_estimated
Glenfiddich 12,신선하고 상큼한 배 향을 중심으로 은은한 오크와 상쾌한 시트러스 노트가 조화롭게 어우러집니다.,"과일의 달콤함과 함께 버터스카치, 크림, 그리고 은은한 맥아의 풍미가 부드럽게 감쌉니다.",깔끔하고 부드러운 과일향의 여운이 기분 좋게 마무리됩니다.,,3,1,4,2,2,세계에서 가장 사랑받는 클래식 싱글몰트,1,40,ai_estimated
Glenfiddich 15 Solera,"솔레라 시스템 특유의 복합미로 꿀, 바닐라 퓌레, 그리고 풍성한 과일 향이 달콤하게 피어오릅니다.","셰리 캐스크의 풍미와 함께 마지팬, 계피, 진저브레드의 묵직하고 스파이시한 단맛이 조화를 이룹니다.",깊고 따뜻한 스파이시함과 달콤함이 길게 이어집니다.,,4,1,4,3,4,솔레라 시스템이 만든 깊이 있는 조화,1,40,ai_estimated
Glenfiddich 18,"구운 사과, 말린 과일, 그리고 묵직한 오크 향과 함께 우아한 토피 향이 풍부하게 느껴집니다.","풍부한 과일 케이크, 말린 무화과, 대추의 진한 단맛과 은은한 너트류의 고소함이 돋보입니다.",따뜻하고 드라이하며 우아한 오크의 여운이 길게 남습니다.,,4,1,4,2,4,참나무와 과일이 빚어낸 우아한 18년,1,40,ai_estimated
Glenfiddich 21 Gran Reserva,"럼 캐스크 피니시에서 오는 진한 토피, 무화과, 그리고 이국적인 바나나와 망고의 향이 묻어납니다.","부드럽고 크리미한 바닐라와 함께 버터, 생강의 스파이시함, 그리고 럼에 절인 과일의 풍미가 돋보입니다.",달콤하고 따뜻하며 스파이시한 여운이 오래도록 지속됩니다.,,4,1,4,3,4,카리브해 럼 캐스크의 이국적인 매력,1,43,ai_estimated
Glenfiddich 22 Gran Cortes,"오크 숙성에서 우러나오는 고급스러운 다크 초콜릿, 꿀에 절인 과일, 그리고 은은한 가죽 향이 복합적입니다.","호화롭고 벨벳 같은 질감 속에서 진한 캐러멜, 구운 과일, 그리고 풍부한 스파이스가 층층이 펼쳐집니다.",매우 길고 깊이 있는 여운이 럭셔리한 감각을 선사합니다.,,4,1,4,3,5,최상급 셰리 캐스크의 웅장한 풍미,1,44.3,ai_estimated
Glenfiddich 26 Grand Couronne,"프렌치 와인 캐스크(코냑 등)의 영향으로 구운 페이스트리, 버터, 그리고 은은한 시트러스와 플로럴 향이 감돕니다.","깊고 달콤한 바닐라, 갈색 설탕, 그리고 잘 익은 과일의 풍미가 부드럽고 우아하게 어우러집니다.",길고 달콤하며 여운이 깊은 디저트 같은 피니시.,,4,1,4,2,4,프렌치 엘레강스를 담은 26년의 예술,1,43.8,ai_estimated
Glenfiddich 30,"오랜 숙성에서 오는 묵직한 오크 향과 함께 꿀, 다크 초콜릿, 그리고 잘 익은 과일의 깊은 향이 압도적입니다.","복합적인 과일 풍미와 허니콤, 셰리의 뉘앙스가 부드럽고 완벽한 균형을 이루며 입안을 채웁니다.",매우 길고 우아하며 여운이 깊은 품격 있는 피니시.,,4,1,4,2,5,시간이 완성한 글렌피딕의 정점,1,43,ai_estimated
Balvenie Caribbean Cask 14 Year Old,"풍부한 패션푸르트, 망고 등 이국적인 열대 과일 향과 함께 달콤한 토피 향이 매력적으로 다가옵니다.","크리미한 질감 속에서 바닐라, 달콤한 캐러멜, 그리고 은은한 과일의 풍미가 입안 가득 퍼집니다.",부드럽고 달콤하며 여운이 길게 지속됩니다.,,4,1,5,2,4,카리브해 럼의 달콤한 열대야,1,43,ai_estimated
Balvenie 15,"마데이라 캐스크(또는 싱글 배럴 등 마스터리) 특유의 진한 꿀, 신선한 과일, 그리고 은은한 오크 향이 조화를 이룹니다.","풍부한 과일의 단맛과 함께 견과류, 오크 스파이스가 깊이감 있게 다가옵니다.",따뜻하고 스파이시한 여운이 길게 이어집니다.,,4,1,4,3,4,장인의 손길이 빚어낸 깊은 풍미,1,47.8,ai_estimated
Balvenie 18,"발베니 특유의 꿀 같은 달콤함 위에 오렌지 껍질, 바닐라, 그리고 묵직한 오크 향이 우아하게 얹어집니다.","풍부한 과일 케이크, 캐러멜, 그리고 알싸한 스파이스가 완벽한 조화를 이룹니다.",우아하고 복합적인 여운이 길게 감돕니다.,,4,1,4,3,4,발베니 캐스크 피니시의 정교한 예술,1,43,ai_estimated
Balvenie PX Cask 18 Year Old,"진득한 페드로 히메네스 셰리 캐스크의 영향으로 무화과, 건포도, 달콤한 대추와 흑설탕 향이 가득합니다.","벨벳처럼 부드러운 질감과 함께 진한 과일의 단맛, 오렌지 마멀레이드, 그리고 은은한 오크 스파이스가 퍼집니다.",달콤하고 깊은 셰리의 여운이 오래도록 머뭅니다.,,5,1,4,2,4,달콤한 셰리와 발베니의 완벽한 조우,1,47.8,ai_estimated
Balvenie PortWood 21 Year Old,"풍부한 과일 향과 익은 복숭아, 견과류의 고소함이 포트 와인 캐스크 특유의 꿀 같은 달콤함과 어우러집니다.","크리미한 질감 속에서 붉은 과일, 무화과, 스파이스가 조화를 이루며 우아하고 복합적인 맛을 냅니다.",견과류의 고소함과 은은한 과일의 풍미가 아주 길고 부드럽게 이어집니다.,,4,1,5,2,4,포트 와인 캐스크가 빚어낸 우아함의 정수,1,40.0,ai_estimated
Noah's Mill,"강렬한 호밀의 향과 함께 구운 피칸, 진한 캐러멜, 은은한 메이플 시럽의 아로마가 느껴집니다.","높은 도수에서 오는 묵직한 바디감과 함께 시나몬, 호두, 진한 초콜릿의 풍미가 폭발적으로 다가옵니다.",스파이시함과 오크의 여운이 길고 강렬하게 입안을 맴돕니다.,,3,1,2,5,5,강렬하고 묵직하게 다가오는 버번의 진수,1,57.15,ai_estimated
Glen Scotia 12 Year Old,"해안가 증류소 특유의 짭조름한 바다 내음과 함께 상큼한 시트러스, 꿀, 은은한 바닐라가 느껴집니다.","오렌지 껍질의 상큼함과 캔디 같은 달콤함, 그리고 약간의 왁시함과 스파이스가 밸런스를 이룹니다.",짭조름한 여운과 함께 따뜻한 스파이스가 길게 남습니다.,,3,2,4,3,3,캠벨타운의 바다와 과일이 빚어낸 밸런스,1,46.0,ai_estimated
Highland Park 12 Year Old,"은은한 피트 스모크와 함께 헤더 허니의 달콤함, 그리고 오크와 꿀에 절인 과일 향이 조화롭습니다.","풍부한 맥아의 단맛과 과일 향, 그리고 오크통에서 오는 스모시함과 스파이스가 복합적으로 어우러집니다.",달콤함과 은은한 스모크가 길고 따뜻하게 여운을 남깁니다.,,3,2,3,2,3,허니와 스모크의 완벽한 북유럽 하모니,1,40.0,ai_estimated
Miyagikyo Single Malt,"서늘한 기후에서 자란 증류소답게 사과와 배 같은 신선한 과일 향과 바닐라, 부드러운 몰트 향이 감돕니다.",부드럽고 실크 같은 질감에 셰리 캐스크의 뉘앙스가 더해진 과일의 달콤함과 은은한 허브 풍미가 느껴집니다.,과일과 은은한 초콜릿의 여운이 깔끔하게 이어집니다.,,3,1,4,2,3,과일과 꽃향기가 감도는 부드러운 일본 싱글몰트,1,45.0,ai_estimated
Speyburn Sherry Cask Finish,"말린 과일, 건포도, 진한 토피와 함께 은은한 오크 향이 달콤하게 다가옵니다.","풍부한 셰리 오크의 풍미와 함께 다크 초콜릿, 구운 견과류, 캐러멜의 달콤함이 입안을 채웁니다.",달콤한 과일과 따뜻한 스파이스의 여운이 길게 이어집니다.,,4,1,4,2,3,셰리 캐스크의 달콤함이 선사하는 데일리 힐링,1,40.0,ai_estimated
Talisker Storm,"강렬한 피트 스모크와 함께 짭조름한 바닷바람, 그리고 후추 같은 스파이스가 콧속을 자극합니다.","달콤한 맥아의 맛이 잠시 스친 뒤, 거친 바다의 풍미와 스모키함, 강렬한 후추의 스파이스가 폭발합니다.",스모키함과 해양의 짭조름함이 오래도록 강렬한 여운을 남깁니다.,,2,4,2,5,4,거친 바다의 폭풍을 담은 강렬한 스모키,1,45.8,ai_estimated
Glen Garioch 15 Year Old,"꿀, 오렌지 마말레이드, 그리고 구운 보리의 고소함이 풍부하게 피어오릅니다.","견과류의 고소함과 함께 시트러스 과일, 바닐라, 그리고 묵직한 스파이스가 겹겹이 느껴집니다.",스파이시함과 오크의 여운이 길고 드라이하게 마무리됩니다.,,3,1,3,4,4,하이랜드의 전통이 빚어낸 묵직한 몰트의 힘,1,53.7,ai_estimated
Naked Malt,"풍부한 바닐라와 함께 건포도, 잘 익은 사과 등 달콤하고 신선한 과일 아로마가 가득합니다.","크리미한 질감과 함께 카라멜, 토피, 셰리 오크의 달콤함이 직관적이고 부드럽게 다가옵니다.",달콤한 과일과 부드러운 오크의 여운이 깔끔하게 남습니다.,,4,1,4,2,3,셰리 캐스크의 순수한 달콤함을 담은 블렌디드 몰트,1,40.0,ai_estimated
Ki One,"한국 최초의 싱글몰트답게 신선한 과일 향과 달콤한 바닐라, 오크의 아로마가 조화롭게 어우러집니다.","열대 과일의 풍미와 함께 꿀, 맥아의 단맛, 그리고 기분 좋은 스파이스가 입안을 채웁니다.",달콤함과 은은한 오크의 여운이 깔끔하게 이어집니다.,,3,1,4,3,3,한국 위스키의 새로운 시작을 알리는 맛,1,46.0,ai_estimated
